"Дата","Цена","Откр.","Макс.","Мин.","Изм. %"
"10.07.1996","6,921","6,921","6,921","6,921","-1,03%"
"09.07.1996","6,993","6,993","6,993","6,993","-0,89%"
"08.07.1996","7,056","7,056","7,056","7,056","0,00%"
"05.07.1996","7,056","7,056","7,056","7,056","4,19%"
"03.07.1996","6,772","6,772","6,772","6,772","-0,32%"
"02.07.1996","6,794","6,794","6,794","6,794","0,64%"
"01.07.1996","6,751","6,751","6,751","6,751","0,52%"
"28.06.1996","6,716","6,716","6,716","6,716","-1,73%"
"27.06.1996","6,834","6,834","6,834","6,834","-0,90%"
"26.06.1996","6,896","6,896","6,896","6,896","0,00%"
"25.06.1996","6,896","6,896","6,896","6,896","-0,56%"
"24.06.1996","6,935","6,935","6,935","6,935","-0,20%"
"21.06.1996","6,949","6,949","6,949","6,949","-0,26%"
"20.06.1996","6,967","6,967","6,967","6,967","0,20%"
"19.06.1996","6,953","6,953","6,953","6,953","0,25%"
"18.06.1996","6,936","6,936","6,936","6,936","0,52%"
"17.06.1996","6,900","6,900","6,900","6,900","-0,52%"
"14.06.1996","6,936","6,936","6,936","6,936","-0,89%"
"13.06.1996","6,998","6,998","6,998","6,998","-1,00%"
"12.06.1996","7,069","7,069","7,069","7,069","1,09%"
"11.06.1996","6,993","6,993","6,993","6,993","-0,20%"
"10.06.1996","7,007","7,007","7,007","7,007","1,55%"
"07.06.1996","6,900","6,900","6,900","6,900","2,33%"
"06.06.1996","6,743","6,743","6,743","6,743","-0,95%"
"05.06.1996","6,808","6,808","6,808","6,808","-0,71%"
"04.06.1996","6,857","6,857","6,857","6,857","-0,19%"
"03.06.1996","6,870","6,870","6,870","6,870","0,32%"
"31.05.1996","6,848","6,848","6,848","6,848","0,84%"
"30.05.1996","6,791","6,791","6,791","6,791","0,06%"
"29.05.1996","6,787","6,787","6,787","6,787","1,68%"
"28.05.1996","6,675","6,675","6,675","6,675","0,27%"
"24.05.1996","6,657","6,657","6,657","6,657","-0,33%"
"23.05.1996","6,679","6,679","6,679","6,679","0,71%"
"22.05.1996","6,632","6,632","6,632","6,632","-0,45%"
"21.05.1996","6,662","6,662","6,662","6,662","0,20%"
"20.05.1996","6,649","6,649","6,649","6,649","-0,08%"
"17.05.1996","6,654","6,654","6,654","6,654","-1,03%"
"16.05.1996","6,723","6,723","6,723","6,723","1,23%"
"15.05.1996","6,641","6,641","6,641","6,641","0,00%"
"14.05.1996","6,641","6,641","6,641","6,641","-1,16%"
"13.05.1996","6,719","6,719","6,719","6,719","-0,39%"
"10.05.1996","6,745","6,745","6,745","6,745","-1,52%"
"09.05.1996","6,849","6,849","6,849","6,849","1,60%"
"08.05.1996","6,741","6,741","6,741","6,741","-1,63%"
"07.05.1996","6,853","6,853","6,853","6,853","0,07%"
"06.05.1996","6,848","6,848","6,848","6,848","-0,68%"
"03.05.1996","6,895","6,895","6,895","6,895","0,50%"
"02.05.1996","6,861","6,861","6,861","6,861","2,79%"
"01.05.1996","6,675","6,675","6,675","6,675","-0,06%"
"30.04.1996","6,679","6,679","6,679","6,679","1,12%"
"29.04.1996","6,605","6,605","6,605","6,605","1,12%"
"26.04.1996","6,532","6,532","6,532","6,532","-0,06%"
"25.04.1996","6,536","6,536","6,536","6,536","-0,76%"
"24.04.1996","6,586","6,586","6,586","6,586","1,04%"
"23.04.1996","6,518","6,518","6,518","6,518","0,49%"
"22.04.1996","6,486","6,486","6,486","6,486","-0,48%"
"19.04.1996","6,517","6,517","6,517","6,517","-0,69%"
"18.04.1996","6,562","6,562","6,562","6,562","0,55%"
"17.04.1996","6,526","6,526","6,526","6,526","0,63%"
"16.04.1996","6,485","6,485","6,485","6,485","0,36%"
"15.04.1996","6,462","6,462","6,462","6,462","-0,62%"
"12.04.1996","6,502","6,502","6,502","6,502","-2,46%"
"11.04.1996","6,666","6,666","6,666","6,666","0,00%"
"10.04.1996","6,666","6,666","6,666","6,666","1,76%"
"09.04.1996","6,551","6,551","6,551","6,551","-0,83%"
"08.04.1996","6,606","6,606","6,606","6,606","0,62%"
"05.04.1996","6,565","6,565","6,565","6,565","3,40%"
"04.04.1996","6,349","6,349","6,349","6,349","1,44%"
"03.04.1996","6,259","6,259","6,259","6,259","0,56%"
"02.04.1996","6,224","6,224","6,224","6,224","-0,91%"
"01.04.1996","6,281","6,281","6,281","6,281","-0,84%"
"29.03.1996","6,334","6,334","6,334","6,334","-1,05%"
"28.03.1996","6,401","6,401","6,401","6,401","0,85%"
"27.03.1996","6,347","6,347","6,347","6,347","1,70%"
"26.03.1996","6,241","6,241","6,241","6,241","0,00%"
"25.03.1996","6,241","6,241","6,241","6,241","-1,31%"
"22.03.1996","6,324","6,324","6,324","6,324","0,56%"
"21.03.1996","6,289","6,289","6,289","6,289","-0,27%"
"20.03.1996","6,306","6,306","6,306","6,306","-1,73%"
"19.03.1996","6,417","6,417","6,417","6,417","-0,08%"
"18.03.1996","6,422","6,422","6,422","6,422","-0,40%"
"15.03.1996","6,448","6,448","6,448","6,448","1,40%"
"14.03.1996","6,359","6,359","6,359","6,359","0,00%"
"13.03.1996","6,359","6,359","6,359","6,359","0,02%"
"12.03.1996","6,358","6,358","6,358","6,358","0,41%"
"11.03.1996","6,332","6,332","6,332","6,332","-1,39%"
"08.03.1996","6,421","6,421","6,421","6,421","5,64%"
"07.03.1996","6,078","6,078","6,078","6,078","0,36%"
"06.03.1996","6,056","6,056","6,056","6,056","1,73%"
"05.03.1996","5,953","5,953","5,953","5,953","0,86%"
"04.03.1996","5,902","5,902","5,902","5,902","-1,14%"
"01.03.1996","5,970","5,970","5,970","5,970","-2,18%"
"29.02.1996","6,103","6,103","6,103","6,103","0,15%"
"28.02.1996","6,094","6,094","6,094","6,094","0,35%"
"27.02.1996","6,073","6,073","6,073","6,073","0,86%"
"26.02.1996","6,021","6,021","6,021","6,021","0,87%"
"23.02.1996","5,969","5,969","5,969","5,969","1,15%"
"22.02.1996","5,901","5,901","5,901","5,901","-1,14%"
"21.02.1996","5,969","5,969","5,969","5,969","-0,65%"
"20.02.1996","6,008","6,008","6,008","6,008","3,96%"
"16.02.1996","5,779","5,779","5,779","5,779","1,31%"
"15.02.1996","5,704","5,704","5,704","5,704","1,26%"
"14.02.1996","5,633","5,633","5,633","5,633","0,95%"
"13.02.1996","5,580","5,580","5,580","5,580","-0,21%"
"12.02.1996","5,592","5,592","5,592","5,592","-1,24%"
"09.02.1996","5,662","5,662","5,662","5,662","0,07%"
"08.02.1996","5,658","5,658","5,658","5,658","-0,23%"
"07.02.1996","5,671","5,671","5,671","5,671","0,28%"
"06.02.1996","5,655","5,655","5,655","5,655","-0,65%"
"05.02.1996","5,692","5,692","5,692","5,692","0,44%"
"02.02.1996","5,667","5,667","5,667","5,667","1,18%"
"01.02.1996","5,601","5,601","5,601","5,601","0,45%"
"31.01.1996","5,576","5,576","5,576","5,576","-0,75%"
"30.01.1996","5,618","5,618","5,618","5,618","-1,25%"
"29.01.1996","5,689","5,689","5,689","5,689","0,96%"
"26.01.1996","5,635","5,635","5,635","5,635","-1,09%"
"25.01.1996","5,697","5,697","5,697","5,697","1,48%"
"24.01.1996","5,614","5,614","5,614","5,614","-0,65%"
"23.01.1996","5,651","5,651","5,651","5,651","0,73%"
"22.01.1996","5,610","5,610","5,610","5,610","1,48%"
"19.01.1996","5,528","5,528","5,528","5,528","0,07%"
"18.01.1996","5,524","5,524","5,524","5,524","-0,95%"
"17.01.1996","5,577","5,577","5,577","5,577","-0,89%"
"16.01.1996","5,627","5,627","5,627","5,627","-1,95%"
"12.01.1996","5,739","5,739","5,739","5,739","-0,30%"
"11.01.1996","5,756","5,756","5,756","5,756","-1,22%"
"10.01.1996","5,827","5,827","5,827","5,827","1,53%"
"09.01.1996","5,739","5,739","5,739","5,739","0,95%"
"08.01.1996","5,685","5,685","5,685","5,685","0,14%"
"05.01.1996","5,677","5,677","5,677","5,677","0,58%"
"04.01.1996","5,644","5,644","5,644","5,644","1,26%"
"03.01.1996","5,574","5,574","5,574","5,574","-0,38%"
"02.01.1996","5,595","5,595","5,595","5,595","0,36%"
"29.12.1995","5,575","5,575","5,575","5,575","-0,94%"
"28.12.1995","5,628","5,628","5,628","5,628","-0,51%"
"27.12.1995","5,657","5,657","5,657","5,657","-0,51%"
"26.12.1995","5,686","5,686","5,686","5,686","-0,44%"
"22.12.1995","5,711","5,711","5,711","5,711","-0,57%"
"21.12.1995","5,744","5,744","5,744","5,744","-0,30%"
"20.12.1995","5,761","5,761","5,761","5,761","0,21%"
"19.12.1995","5,749","5,749","5,749","5,749","-1,93%"
"18.12.1995","5,862","5,862","5,862","5,862","1,75%"
"15.12.1995","5,761","5,761","5,761","5,761","0,07%"
"14.12.1995","5,757","5,757","5,757","5,757","0,14%"
"13.12.1995","5,749","5,749","5,749","5,749","0,44%"
"12.12.1995","5,724","5,724","5,724","5,724","0,28%"
"11.12.1995","5,708","5,708","5,708","5,708","-0,28%"
"08.12.1995","5,724","5,724","5,724","5,724","-0,16%"
"07.12.1995","5,733","5,733","5,733","5,733","1,02%"
"06.12.1995","5,675","5,675","5,675","5,675","-0,07%"
"05.12.1995","5,679","5,679","5,679","5,679","0,73%"
"04.12.1995","5,638","5,638","5,638","5,638","-1,16%"
"01.12.1995","5,704","5,704","5,704","5,704","-0,71%"
"30.11.1995","5,745","5,745","5,745","5,745","-1,44%"
"29.11.1995","5,829","5,829","5,829","5,829","-0,85%"
"28.11.1995","5,879","5,879","5,879","5,879","0,00%"
"27.11.1995","5,879","5,879","5,879","5,879","-0,56%"
"24.11.1995","5,912","5,912","5,912","5,912","-0,44%"
"23.11.1995","5,938","5,938","5,938","5,938","0,00%"
"22.11.1995","5,938","5,938","5,938","5,938","-0,15%"
"21.11.1995","5,947","5,947","5,947","5,947","0,22%"
"20.11.1995","5,934","5,934","5,934","5,934","0,41%"
"17.11.1995","5,910","5,910","5,910","5,910","0,00%"
"16.11.1995","5,910","5,910","5,910","5,910","-1,25%"
"15.11.1995","5,985","5,985","5,985","5,985","0,62%"
"14.11.1995","5,948","5,948","5,948","5,948","-0,20%"
"13.11.1995","5,960","5,960","5,960","5,960","-0,57%"
"10.11.1995","5,994","5,994","5,994","5,994","0,55%"
"09.11.1995","5,961","5,961","5,961","5,961","0,57%"
"08.11.1995","5,927","5,927","5,927","5,927","-0,92%"
"07.11.1995","5,982","5,982","5,982","5,982","0,35%"
"06.11.1995","5,961","5,961","5,961","5,961","0,42%"
"03.11.1995","5,936","5,936","5,936","5,936","0,70%"
"02.11.1995","5,895","5,895","5,895","5,895","-1,39%"
"01.11.1995","5,978","5,978","5,978","5,978","-0,76%"
"31.10.1995","6,024","6,024","6,024","6,024","-0,15%"
"30.10.1995","6,033","6,033","6,033","6,033","-0,13%"
"27.10.1995","6,041","6,041","6,041","6,041","-0,49%"
"26.10.1995","6,071","6,071","6,071","6,071","1,18%"
"25.10.1995","6,000","6,000","6,000","6,000","-0,13%"
"24.10.1995","6,008","6,008","6,008","6,008","-1,17%"
"23.10.1995","6,079","6,079","6,079","6,079","0,61%"
"20.10.1995","6,042","6,042","6,042","6,042","1,19%"
"19.10.1995","5,971","5,971","5,971","5,971","-0,35%"
"18.10.1995","5,992","5,992","5,992","5,992","0,91%"
"17.10.1995","5,938","5,938","5,938","5,938","-0,29%"
"16.10.1995","5,955","5,955","5,955","5,955","-0,13%"
"13.10.1995","5,963","5,963","5,963","5,963","-1,32%"
"12.10.1995","6,043","6,043","6,043","6,043","-0,69%"
"11.10.1995","6,085","6,085","6,085","6,085","-0,13%"
"10.10.1995","6,093","6,093","6,093","6,093","0,26%"
"09.10.1995","6,077","6,077","6,077","6,077","0,15%"
"06.10.1995","6,068","6,068","6,068","6,068","-0,08%"
"05.10.1995","6,073","6,073","6,073","6,073","-0,28%"
"04.10.1995","6,090","6,090","6,090","6,090","-0,54%"
"03.10.1995","6,123","6,123","6,123","6,123","-0,34%"
"02.10.1995","6,144","6,144","6,144","6,144","-0,61%"
"29.09.1995","6,182","6,182","6,182","6,182","-1,36%"
"28.09.1995","6,267","6,267","6,267","6,267","0,00%"
"27.09.1995","6,267","6,267","6,267","6,267","0,06%"
"26.09.1995","6,263","6,263","6,263","6,263","0,27%"
"25.09.1995","6,246","6,246","6,246","6,246","0,06%"
"22.09.1995","6,242","6,242","6,242","6,242","0,55%"
"21.09.1995","6,208","6,208","6,208","6,208","1,64%"
"20.09.1995","6,108","6,108","6,108","6,108","-0,47%"
"19.09.1995","6,137","6,137","6,137","6,137","-0,68%"
"18.09.1995","6,179","6,179","6,179","6,179","0,82%"
"15.09.1995","6,129","6,129","6,129","6,129","0,48%"
"14.09.1995","6,100","6,100","6,100","6,100","-1,36%"
"13.09.1995","6,184","6,184","6,184","6,184","0,41%"
"12.09.1995","6,159","6,159","6,159","6,159","-1,08%"
"11.09.1995","6,226","6,226","6,226","6,226","0,06%"
"08.09.1995","6,222","6,222","6,222","6,222","-0,06%"
"07.09.1995","6,226","6,226","6,226","6,226","0,68%"
"06.09.1995","6,184","6,184","6,184","6,184","0,00%"
"05.09.1995","6,184","6,184","6,184","6,184","-0,75%"
"01.09.1995","6,231","6,231","6,231","6,231","-0,87%"
"31.08.1995","6,286","6,286","6,286","6,286","-0,66%"
"30.08.1995","6,328","6,328","6,328","6,328","-0,53%"
"29.08.1995","6,362","6,362","6,362","6,362","0,27%"
"28.08.1995","6,345","6,345","6,345","6,345","-0,08%"
"25.08.1995","6,350","6,350","6,350","6,350","-1,85%"
"24.08.1995","6,470","6,470","6,470","6,470","-1,70%"
"23.08.1995","6,582","6,582","6,582","6,582","0,34%"
"22.08.1995","6,560","6,560","6,560","6,560","0,46%"
"21.08.1995","6,530","6,530","6,530","6,530","-0,46%"
"18.08.1995","6,560","6,560","6,560","6,560","-0,08%"
"17.08.1995","6,565","6,565","6,565","6,565","0,40%"
"16.08.1995","6,539","6,539","6,539","6,539","-0,20%"
"15.08.1995","6,552","6,552","6,552","6,552","-0,46%"
"14.08.1995","6,582","6,582","6,582","6,582","-0,39%"
"11.08.1995","6,608","6,608","6,608","6,608","1,60%"
"10.08.1995","6,504","6,504","6,504","6,504","0,35%"
"09.08.1995","6,481","6,481","6,481","6,481","0,34%"
"08.08.1995","6,459","6,459","6,459","6,459","-0,06%"
"07.08.1995","6,463","6,463","6,463","6,463","-0,48%"
"04.08.1995","6,494","6,494","6,494","6,494","-0,46%"
"03.08.1995","6,524","6,524","6,524","6,524","1,35%"
"02.08.1995","6,437","6,437","6,437","6,437","-0,60%"
"01.08.1995","6,476","6,476","6,476","6,476","0,81%"
"31.07.1995","6,424","6,424","6,424","6,424","-0,74%"
"28.07.1995","6,472","6,472","6,472","6,472","0,81%"
"27.07.1995","6,420","6,420","6,420","6,420","-0,60%"
"26.07.1995","6,459","6,459","6,459","6,459","0,75%"
"25.07.1995","6,411","6,411","6,411","6,411","-0,54%"
"24.07.1995","6,446","6,446","6,446","6,446","-1,33%"
"21.07.1995","6,533","6,533","6,533","6,533","1,89%"
"20.07.1995","6,412","6,412","6,412","6,412","0,00%"
"19.07.1995","6,412","6,412","6,412","6,412","1,71%"
"18.07.1995","6,304","6,304","6,304","6,304","1,22%"
"17.07.1995","6,228","6,228","6,228","6,228","1,17%"
"14.07.1995","6,156","6,156","6,156","6,156","1,10%"
"13.07.1995","6,089","6,089","6,089","6,089","-0,07%"
"12.07.1995","6,093","6,093","6,093","6,093","-0,41%"
"11.07.1995","6,118","6,118","6,118","6,118","1,31%"
"10.07.1995","6,039","6,039","6,039","6,039","-0,13%"
"07.07.1995","6,047","6,047","6,047","6,047","0,33%"
"06.07.1995","6,027","6,027","6,027","6,027","-2,57%"
"05.07.1995","6,186","6,186","6,186","6,186","-0,34%"
"03.07.1995","6,207","6,207","6,207","6,207","0,00%"
"30.06.1995","6,207","6,207","6,207","6,207","-0,62%"
"29.06.1995","6,246","6,246","6,246","6,246","2,70%"
"28.06.1995","6,082","6,082","6,082","6,082","-1,03%"
"27.06.1995","6,145","6,145","6,145","6,145","0,41%"
"26.06.1995","6,120","6,120","6,120","6,120","1,11%"
"23.06.1995","6,053","6,053","6,053","6,053","0,48%"
"22.06.1995","6,024","6,024","6,024","6,024","-1,44%"
"21.06.1995","6,112","6,112","6,112","6,112","-0,81%"
"20.06.1995","6,162","6,162","6,162","6,162","0,34%"
"19.06.1995","6,141","6,141","6,141","6,141","-0,95%"
"16.06.1995","6,200","6,200","6,200","6,200","0,34%"
"15.06.1995","6,179","6,179","6,179","6,179","0,41%"
"14.06.1995","6,154","6,154","6,154","6,154","0,54%"
"13.06.1995","6,121","6,121","6,121","6,121","-3,65%"
"12.06.1995","6,353","6,353","6,353","6,353","-0,73%"
"09.06.1995","6,400","6,400","6,400","6,400","2,11%"
"08.06.1995","6,268","6,268","6,268","6,268","1,21%"
"07.06.1995","6,193","6,193","6,193","6,193","1,66%"
"06.06.1995","6,092","6,092","6,092","6,092","0,33%"
"05.06.1995","6,072","6,072","6,072","6,072","-0,41%"
"02.06.1995","6,097","6,097","6,097","6,097","-1,69%"
"01.06.1995","6,202","6,202","6,202","6,202","-1,34%"
"31.05.1995","6,286","6,286","6,286","6,286","0,06%"
"30.05.1995","6,282","6,282","6,282","6,282","-1,92%"
"26.05.1995","6,405","6,405","6,405","6,405","0,33%"
"25.05.1995","6,384","6,384","6,384","6,384","-0,47%"
"24.05.1995","6,414","6,414","6,414","6,414","-2,17%"
"23.05.1995","6,556","6,556","6,556","6,556","-1,18%"
"22.05.1995","6,634","6,634","6,634","6,634","0,06%"
"19.05.1995","6,630","6,630","6,630","6,630","0,53%"
"18.05.1995","6,595","6,595","6,595","6,595","0,73%"
"17.05.1995","6,547","6,547","6,547","6,547","0,06%"
"16.05.1995","6,543","6,543","6,543","6,543","-1,12%"
"15.05.1995","6,617","6,617","6,617","6,617","-0,78%"
"12.05.1995","6,669","6,669","6,669","6,669","-0,12%"
"11.05.1995","6,677","6,677","6,677","6,677","-0,01%"
"10.05.1995","6,678","6,678","6,678","6,678","1,29%"
"09.05.1995","6,593","6,593","6,593","6,593","-1,52%"
"08.05.1995","6,695","6,695","6,695","6,695","0,12%"
"05.05.1995","6,687","6,687","6,687","6,687","-2,51%"
"04.05.1995","6,859","6,859","6,859","6,859","-1,05%"
"03.05.1995","6,932","6,932","6,932","6,932","-1,25%"
"02.05.1995","7,020","7,020","7,020","7,020","-0,61%"
"01.05.1995","7,063","7,063","7,063","7,063","0,11%"
"28.04.1995","7,055","7,055","7,055","7,055","0,18%"
"27.04.1995","7,042","7,042","7,042","7,042","0,44%"
"26.04.1995","7,011","7,011","7,011","7,011","0,24%"
"25.04.1995","6,994","6,994","6,994","6,994","0,06%"
"24.04.1995","6,990","6,990","6,990","6,990","-0,19%"
"21.04.1995","7,003","7,003","7,003","7,003","-0,13%"
"20.04.1995","7,012","7,012","7,012","7,012","-0,31%"
"19.04.1995","7,034","7,034","7,034","7,034","-0,13%"
"18.04.1995","7,043","7,043","7,043","7,043","0,18%"
"17.04.1995","7,030","7,030","7,030","7,030","0,13%"
"14.04.1995","7,021","7,021","7,021","7,021","-0,07%"
"13.04.1995","7,026","7,026","7,026","7,026","-0,31%"
"12.04.1995","7,048","7,048","7,048","7,048","-0,49%"
"11.04.1995","7,083","7,083","7,083","7,083","-0,44%"
"10.04.1995","7,114","7,114","7,114","7,114","0,13%"
"07.04.1995","7,105","7,105","7,105","7,105","0,50%"
"06.04.1995","7,070","7,070","7,070","7,070","-0,44%"
"05.04.1995","7,101","7,101","7,101","7,101","-0,31%"
"04.04.1995","7,123","7,123","7,123","7,123","-0,13%"
"03.04.1995","7,132","7,132","7,132","7,132","-0,92%"
"31.03.1995","7,198","7,198","7,198","7,198","0,53%"
"30.03.1995","7,160","7,160","7,160","7,160","0,45%"
"29.03.1995","7,128","7,128","7,128","7,128","-0,18%"
"28.03.1995","7,141","7,141","7,141","7,141","1,31%"
"27.03.1995","7,049","7,049","7,049","7,049","-0,49%"
"24.03.1995","7,084","7,084","7,084","7,084","-1,42%"
"23.03.1995","7,186","7,186","7,186","7,186","-0,18%"
"22.03.1995","7,199","7,199","7,199","7,199","0,18%"
"21.03.1995","7,186","7,186","7,186","7,186","0,93%"
"20.03.1995","7,120","7,120","7,120","7,120","0,18%"
"17.03.1995","7,107","7,107","7,107","7,107","0,24%"
"16.03.1995","7,090","7,090","7,090","7,090","0,00%"
"15.03.1995","7,090","7,090","7,090","7,090","-0,25%"
"14.03.1995","7,108","7,108","7,108","7,108","-1,03%"
"13.03.1995","7,182","7,182","7,182","7,182","-0,55%"
"10.03.1995","7,222","7,222","7,222","7,222","-0,73%"
"09.03.1995","7,275","7,275","7,275","7,275","-0,91%"
"08.03.1995","7,342","7,342","7,342","7,342","-1,20%"
"07.03.1995","7,431","7,431","7,431","7,431","0,24%"
"06.03.1995","7,413","7,413","7,413","7,413","0,97%"
"03.03.1995","7,342","7,342","7,342","7,342","0,73%"
"02.03.1995","7,289","7,289","7,289","7,289","0,86%"
"01.03.1995","7,227","7,227","7,227","7,227","0,31%"
"28.02.1995","7,205","7,205","7,205","7,205","-0,21%"
"27.02.1995","7,220","7,220","7,220","7,220","-1,26%"
"24.02.1995","7,312","7,312","7,312","7,312","-0,12%"
"23.02.1995","7,321","7,321","7,321","7,321","-0,18%"
"22.02.1995","7,334","7,334","7,334","7,334","-1,44%"
"21.02.1995","7,441","7,441","7,441","7,441","0,24%"
"20.02.1995","7,423","7,423","7,423","7,423","0,00%"
"17.02.1995","7,423","7,423","7,423","7,423","0,18%"
"16.02.1995","7,410","7,410","7,410","7,410","-0,19%"
"15.02.1995","7,424","7,424","7,424","7,424","-0,89%"
"14.02.1995","7,491","7,491","7,491","7,491","-1,49%"
"13.02.1995","7,604","7,604","7,604","7,604","-0,12%"
"10.02.1995","7,613","7,613","7,613","7,613","0,49%"
"09.02.1995","7,576","7,576","7,576","7,576","0,80%"
"08.02.1995","7,516","7,516","7,516","7,516","-0,05%"
"07.02.1995","7,520","7,520","7,520","7,520","-0,19%"
"06.02.1995","7,534","7,534","7,534","7,534","0,36%"
"03.02.1995","7,507","7,507","7,507","7,507","-2,06%"
"02.02.1995","7,665","7,665","7,665","7,665","0,00%"
"01.02.1995","7,665","7,665","7,665","7,665","1,13%"
"31.01.1995","7,579","7,579","7,579","7,579","-0,80%"
"30.01.1995","7,640","7,640","7,640","7,640","0,32%"
"27.01.1995","7,616","7,616","7,616","7,616","-1,70%"
"26.01.1995","7,748","7,748","7,748","7,748","-0,64%"
"25.01.1995","7,798","7,798","7,798","7,798","-0,65%"
"24.01.1995","7,849","7,849","7,849","7,849","0,29%"
"23.01.1995","7,826","7,826","7,826","7,826","0,23%"
"20.01.1995","7,808","7,808","7,808","7,808","0,89%"
"19.01.1995","7,739","7,739","7,739","7,739","0,53%"
"18.01.1995","7,698","7,698","7,698","7,698","0,23%"
"17.01.1995","7,680","7,680","7,680","7,680","-0,05%"
"16.01.1995","7,684","7,684","7,684","7,684","0,05%"
"13.01.1995","7,680","7,680","7,680","7,680","-1,46%"
"12.01.1995","7,794","7,794","7,794","7,794","0,12%"
"11.01.1995","7,785","7,785","7,785","7,785","-0,65%"
"10.01.1995","7,836","7,836","7,836","7,836","-0,52%"
"09.01.1995","7,877","7,877","7,877","7,877","0,18%"
"06.01.1995","7,863","7,863","7,863","7,863","0,05%"
"05.01.1995","7,859","7,859","7,859","7,859","0,52%"
"04.01.1995","7,818","7,818","7,818","7,818","-0,70%"
"03.01.1995","7,873","7,873","7,873","7,873","0,54%"
"02.01.1995","7,831","7,831","7,831","7,831","0,00%"
"30.12.1994","7,831","7,831","7,831","7,831","0,41%"
"29.12.1994","7,799","7,799","7,799","7,799","0,00%"
"28.12.1994","7,799","7,799","7,799","7,799","0,53%"
"27.12.1994","7,758","7,758","7,758","7,758","-1,11%"
"23.12.1994","7,845","7,845","7,845","7,845","-0,01%"
"22.12.1994","7,846","7,846","7,846","7,846","0,54%"
"21.12.1994","7,804","7,804","7,804","7,804","0,00%"
"20.12.1994","7,804","7,804","7,804","7,804","-0,06%"
"19.12.1994","7,809","7,809","7,809","7,809","0,00%"
"16.12.1994","7,809","7,809","7,809","7,809","0,05%"
"15.12.1994","7,805","7,805","7,805","7,805","0,00%"
"14.12.1994","7,805","7,805","7,805","7,805","-0,23%"
"13.12.1994","7,823","7,823","7,823","7,823","-0,52%"
"12.12.1994","7,864","7,864","7,864","7,864","0,87%"
"09.12.1994","7,796","7,796","7,796","7,796","0,00%"
"08.12.1994","7,796","7,796","7,796","7,796","-0,06%"
"07.12.1994","7,801","7,801","7,801","7,801","0,78%"
"06.12.1994","7,741","7,741","7,741","7,741","-1,11%"
"05.12.1994","7,828","7,828","7,828","7,828","0,29%"
"02.12.1994","7,805","7,805","7,805","7,805","-1,56%"
"01.12.1994","7,929","7,929","7,929","7,929","0,29%"
"30.11.1994","7,906","7,906","7,906","7,906","-0,35%"
"29.11.1994","7,934","7,934","7,934","7,934","0,65%"
"28.11.1994","7,883","7,883","7,883","7,883","1,10%"
"25.11.1994","7,797","7,797","7,797","7,797","-0,12%"
"23.11.1994","7,806","7,806","7,806","7,806","-1,04%"
"22.11.1994","7,888","7,888","7,888","7,888","-1,56%"
"21.11.1994","8,013","8,013","8,013","8,013","0,00%"
"18.11.1994","8,013","8,013","8,013","8,013","0,06%"
"17.11.1994","8,008","8,008","8,008","8,008","0,46%"
"16.11.1994","7,971","7,971","7,971","7,971","0,69%"
"15.11.1994","7,916","7,916","7,916","7,916","-0,06%"
"14.11.1994","7,921","7,921","7,921","7,921","-0,98%"
"11.11.1994","7,999","7,999","7,999","7,999","0,18%"
"10.11.1994","7,985","7,985","7,985","7,985","0,24%"
"09.11.1994","7,966","7,966","7,966","7,966","-0,24%"
"08.11.1994","7,985","7,985","7,985","7,985","-0,60%"
"07.11.1994","8,033","8,033","8,033","8,033","0,12%"
"04.11.1994","8,023","8,023","8,023","8,023","0,79%"
"03.11.1994","7,960","7,960","7,960","7,960","0,06%"
"02.11.1994","7,955","7,955","7,955","7,955","0,61%"
"01.11.1994","7,907","7,907","7,907","7,907","1,22%"
"31.10.1994","7,812","7,812","7,812","7,812","-0,42%"
"28.10.1994","7,845","7,845","7,845","7,845","-0,37%"
"27.10.1994","7,874","7,874","7,874","7,874","-0,18%"
"26.10.1994","7,888","7,888","7,888","7,888","0,37%"
"25.10.1994","7,859","7,859","7,859","7,859","0,13%"
"24.10.1994","7,849","7,849","7,849","7,849","0,78%"
"21.10.1994","7,788","7,788","7,788","7,788","-0,17%"
"20.10.1994","7,801","7,801","7,801","7,801","1,65%"
"19.10.1994","7,674","7,674","7,674","7,674","0,42%"
"18.10.1994","7,642","7,642","7,642","7,642","0,50%"
"17.10.1994","7,604","7,604","7,604","7,604","0,00%"
"14.10.1994","7,604","7,604","7,604","7,604","-0,55%"
"13.10.1994","7,646","7,646","7,646","7,646","-0,73%"
"12.10.1994","7,702","7,702","7,702","7,702","0,67%"
"11.10.1994","7,651","7,651","7,651","7,651","-0,55%"
"07.10.1994","7,693","7,693","7,693","7,693","-1,02%"
"06.10.1994","7,772","7,772","7,772","7,772","0,06%"
"05.10.1994","7,767","7,767","7,767","7,767","1,03%"
"04.10.1994","7,688","7,688","7,688","7,688","0,43%"
"03.10.1994","7,655","7,655","7,655","7,655","0,62%"
"30.09.1994","7,608","7,608","7,608","7,608","-0,18%"
"29.09.1994","7,622","7,622","7,622","7,622","0,55%"
"28.09.1994","7,580","7,580","7,580","7,580","-0,25%"
"27.09.1994","7,599","7,599","7,599","7,599","0,49%"
"26.09.1994","7,562","7,562","7,562","7,562","0,00%"
"23.09.1994","7,562","7,562","7,562","7,562","0,19%"
"22.09.1994","7,548","7,548","7,548","7,548","-0,24%"
