"Дата","Цена","Откр.","Макс.","Мин.","Изм. %"
"21.09.1994","7,566","7,566","7,566","7,566","0,67%"
"20.09.1994","7,516","7,516","7,516","7,516","0,37%"
"19.09.1994","7,488","7,488","7,488","7,488","-0,25%"
"16.09.1994","7,507","7,507","7,507","7,507","2,29%"
"15.09.1994","7,339","7,339","7,339","7,339","-0,85%"
"14.09.1994","7,402","7,402","7,402","7,402","-0,24%"
"13.09.1994","7,420","7,420","7,420","7,420","-0,48%"
"12.09.1994","7,456","7,456","7,456","7,456","0,30%"
"09.09.1994","7,434","7,434","7,434","7,434","2,12%"
"08.09.1994","7,280","7,280","7,280","7,280","-0,12%"
"07.09.1994","7,289","7,289","7,289","7,289","0,43%"
"06.09.1994","7,258","7,258","7,258","7,258","0,71%"
"05.09.1994","7,207","7,207","7,207","7,207","0,10%"
"02.09.1994","7,200","7,200","7,200","7,200","0,36%"
"01.09.1994","7,174","7,174","7,174","7,174","-0,06%"
"31.08.1994","7,178","7,178","7,178","7,178","-0,21%"
"30.08.1994","7,193","7,193","7,193","7,193","-0,59%"
"29.08.1994","7,236","7,236","7,236","7,236","0,06%"
"26.08.1994","7,232","7,232","7,232","7,232","-0,60%"
"25.08.1994","7,276","7,276","7,276","7,276","0,99%"
"24.08.1994","7,205","7,205","7,205","7,205","-1,17%"
"23.08.1994","7,290","7,290","7,290","7,290","-0,37%"
"22.08.1994","7,317","7,317","7,317","7,317","0,80%"
"19.08.1994","7,259","7,259","7,259","7,259","-0,25%"
"18.08.1994","7,277","7,277","7,277","7,277","1,44%"
"17.08.1994","7,174","7,174","7,174","7,174","0,36%"
"16.08.1994","7,148","7,148","7,148","7,148","-2,12%"
"15.08.1994","7,303","7,303","7,303","7,303","0,11%"
"12.08.1994","7,295","7,295","7,295","7,295","-0,84%"
"11.08.1994","7,357","7,357","7,357","7,357","0,82%"
"10.08.1994","7,297","7,297","7,297","7,297","-0,14%"
"09.08.1994","7,307","7,307","7,307","7,307","0,32%"
"08.08.1994","7,284","7,284","7,284","7,284","0,12%"
"05.08.1994","7,275","7,275","7,275","7,275","2,28%"
"04.08.1994","7,113","7,113","7,113","7,113","0,44%"
"03.08.1994","7,082","7,082","7,082","7,082","-0,31%"
"02.08.1994","7,104","7,104","7,104","7,104","-0,13%"
"01.08.1994","7,113","7,113","7,113","7,113","0,00%"
"29.07.1994","7,113","7,113","7,113","7,113","-2,35%"
"28.07.1994","7,284","7,284","7,284","7,284","-0,80%"
"27.07.1994","7,343","7,343","7,343","7,343","1,13%"
"26.07.1994","7,261","7,261","7,261","7,261","0,18%"
"25.07.1994","7,248","7,248","7,248","7,248","-0,43%"
"22.07.1994","7,279","7,279","7,279","7,279","0,37%"
"21.07.1994","7,252","7,252","7,252","7,252","0,30%"
"20.07.1994","7,230","7,230","7,230","7,230","1,26%"
"19.07.1994","7,140","7,140","7,140","7,140","-0,70%"
"18.07.1994","7,190","7,190","7,190","7,190","-0,80%"
"15.07.1994","7,248","7,248","7,248","7,248","0,19%"
"14.07.1994","7,234","7,234","7,234","7,234","-2,15%"
"13.07.1994","7,393","7,393","7,393","7,393","-0,36%"
"12.07.1994","7,420","7,420","7,420","7,420","-0,62%"
"11.07.1994","7,466","7,466","7,466","7,466","0,62%"
"08.07.1994","7,420","7,420","7,420","7,420","1,62%"
"07.07.1994","7,302","7,302","7,302","7,302","0,18%"
"06.07.1994","7,289","7,289","7,289","7,289","-0,18%"
"05.07.1994","7,302","7,302","7,302","7,302","-0,31%"
"01.07.1994","7,325","7,325","7,325","7,325","0,00%"
"30.06.1994","7,325","7,325","7,325","7,325","1,31%"
"29.06.1994","7,230","7,230","7,230","7,230","-0,07%"
"28.06.1994","7,235","7,235","7,235","7,235","0,93%"
"27.06.1994","7,168","7,168","7,168","7,168","-0,62%"
"24.06.1994","7,213","7,213","7,213","7,213","1,76%"
"23.06.1994","7,088","7,088","7,088","7,088","-0,38%"
"22.06.1994","7,115","7,115","7,115","7,115","-1,29%"
"21.06.1994","7,208","7,208","7,208","7,208","0,81%"
"20.06.1994","7,150","7,150","7,150","7,150","0,31%"
"17.06.1994","7,128","7,128","7,128","7,128","1,25%"
"16.06.1994","7,040","7,040","7,040","7,040","-0,69%"
"15.06.1994","7,089","7,089","7,089","7,089","1,26%"
"14.06.1994","7,001","7,001","7,001","7,001","-0,88%"
"13.06.1994","7,063","7,063","7,063","7,063","0,63%"
"10.06.1994","7,019","7,019","7,019","7,019","0,75%"
"09.06.1994","6,967","6,967","6,967","6,967","0,13%"
"08.06.1994","6,958","6,958","6,958","6,958","0,19%"
"07.06.1994","6,945","6,945","6,945","6,945","0,43%"
"06.06.1994","6,915","6,915","6,915","6,915","-1,06%"
"03.06.1994","6,989","6,989","6,989","6,989","-1,05%"
"02.06.1994","7,063","7,063","7,063","7,063","-0,81%"
"01.06.1994","7,121","7,121","7,121","7,121","-0,43%"
"31.05.1994","7,152","7,152","7,152","7,152","0,51%"
"27.05.1994","7,116","7,116","7,116","7,116","0,24%"
"26.05.1994","7,099","7,099","7,099","7,099","-0,18%"
"25.05.1994","7,112","7,112","7,112","7,112","-0,74%"
"24.05.1994","7,165","7,165","7,165","7,165","-0,38%"
"23.05.1994","7,192","7,192","7,192","7,192","2,44%"
"20.05.1994","7,021","7,021","7,021","7,021","0,95%"
"19.05.1994","6,955","6,955","6,955","6,955","-0,94%"
"18.05.1994","7,021","7,021","7,021","7,021","-0,37%"
"17.05.1994","7,047","7,047","7,047","7,047","-2,56%"
"16.05.1994","7,232","7,232","7,232","7,232","-0,67%"
"13.05.1994","7,281","7,281","7,281","7,281","-1,03%"
"12.05.1994","7,357","7,357","7,357","7,357","-1,08%"
"11.05.1994","7,437","7,437","7,437","7,437","1,65%"
"10.05.1994","7,316","7,316","7,316","7,316","-2,27%"
"09.05.1994","7,486","7,486","7,486","7,486","1,81%"
"06.05.1994","7,353","7,353","7,353","7,353","3,37%"
"05.05.1994","7,113","7,113","7,113","7,113","-0,06%"
"04.05.1994","7,117","7,117","7,117","7,117","0,00%"
"03.05.1994","7,117","7,117","7,117","7,117","0,34%"
"02.05.1994","7,093","7,093","7,093","7,093","0,74%"
"29.04.1994","7,041","7,041","7,041","7,041","0,63%"
"28.04.1994","6,997","6,997","6,997","6,997","2,45%"
"27.04.1994","6,830","6,830","6,830","6,830","0,01%"
"26.04.1994","6,829","6,829","6,829","6,829","-0,54%"
"25.04.1994","6,866","6,866","6,866","6,866","-0,94%"
"22.04.1994","6,931","6,931","6,931","6,931","0,41%"
"21.04.1994","6,903","6,903","6,903","6,903","-1,85%"
"20.04.1994","7,033","7,033","7,033","7,033","-0,80%"
"19.04.1994","7,090","7,090","7,090","7,090","-0,78%"
"18.04.1994","7,146","7,146","7,146","7,146","2,70%"
"15.04.1994","6,958","6,958","6,958","6,958","-0,06%"
"14.04.1994","6,962","6,962","6,962","6,962","0,48%"
"13.04.1994","6,929","6,929","6,929","6,929","0,74%"
"12.04.1994","6,878","6,878","6,878","6,878","-0,39%"
"11.04.1994","6,905","6,905","6,905","6,905","-0,39%"
"08.04.1994","6,932","6,932","6,932","6,932","0,87%"
"07.04.1994","6,872","6,872","6,872","6,872","-0,59%"
"06.04.1994","6,913","6,913","6,913","6,913","-0,40%"
"05.04.1994","6,941","6,941","6,941","6,941","-2,83%"
"04.04.1994","7,143","7,143","7,143","7,143","4,80%"
"01.04.1994","6,816","6,816","6,816","6,816","1,16%"
"31.03.1994","6,738","6,738","6,738","6,738","-0,43%"
"30.03.1994","6,767","6,767","6,767","6,767","0,64%"
"29.03.1994","6,724","6,724","6,724","6,724","1,59%"
"28.03.1994","6,619","6,619","6,619","6,619","-0,27%"
"25.03.1994","6,637","6,637","6,637","6,637","1,24%"
"24.03.1994","6,556","6,556","6,556","6,556","0,97%"
"23.03.1994","6,493","6,493","6,493","6,493","0,96%"
"22.03.1994","6,431","6,431","6,431","6,431","-1,97%"
"21.03.1994","6,560","6,560","6,560","6,560","0,89%"
"18.03.1994","6,502","6,502","6,502","6,502","1,53%"
"17.03.1994","6,404","6,404","6,404","6,404","0,55%"
"16.03.1994","6,369","6,369","6,369","6,369","-1,23%"
"15.03.1994","6,448","6,448","6,448","6,448","-0,48%"
"14.03.1994","6,479","6,479","6,479","6,479","0,45%"
"11.03.1994","6,450","6,450","6,450","6,450","-0,37%"
"10.03.1994","6,474","6,474","6,474","6,474","1,81%"
"09.03.1994","6,359","6,359","6,359","6,359","0,06%"
"08.03.1994","6,355","6,355","6,355","6,355","0,67%"
"07.03.1994","6,313","6,313","6,313","6,313","-0,77%"
"04.03.1994","6,362","6,362","6,362","6,362","0,33%"
"03.03.1994","6,341","6,341","6,341","6,341","1,33%"
"02.03.1994","6,258","6,258","6,258","6,258","-0,32%"
"01.03.1994","6,278","6,278","6,278","6,278","2,36%"
"28.02.1994","6,133","6,133","6,133","6,133","-0,90%"
"25.02.1994","6,189","6,189","6,189","6,189","-0,27%"
"24.02.1994","6,206","6,206","6,206","6,206","1,26%"
"23.02.1994","6,129","6,129","6,129","6,129","1,39%"
"22.02.1994","6,045","6,045","6,045","6,045","-0,61%"
"18.02.1994","6,082","6,082","6,082","6,082","1,54%"
"17.02.1994","5,990","5,990","5,990","5,990","1,66%"
"16.02.1994","5,892","5,892","5,892","5,892","0,36%"
"15.02.1994","5,871","5,871","5,871","5,871","-0,39%"
"14.02.1994","5,894","5,894","5,894","5,894","0,26%"
"11.02.1994","5,879","5,879","5,879","5,879","-0,74%"
"10.02.1994","5,923","5,923","5,923","5,923","0,03%"
"09.02.1994","5,921","5,921","5,921","5,921","-0,85%"
"08.02.1994","5,972","5,972","5,972","5,972","0,90%"
"07.02.1994","5,919","5,919","5,919","5,919","0,70%"
"04.02.1994","5,878","5,878","5,878","5,878","1,85%"
"03.02.1994","5,771","5,771","5,771","5,771","1,12%"
"02.02.1994","5,707","5,707","5,707","5,707","-0,59%"
"01.02.1994","5,741","5,741","5,741","5,741","1,70%"
"31.01.1994","5,645","5,645","5,645","5,645","0,20%"
"28.01.1994","5,634","5,634","5,634","5,634","-0,72%"
"27.01.1994","5,675","5,675","5,675","5,675","-0,67%"
"26.01.1994","5,713","5,713","5,713","5,713","-0,42%"
"25.01.1994","5,737","5,737","5,737","5,737","0,61%"
"24.01.1994","5,702","5,702","5,702","5,702","0,74%"
"21.01.1994","5,660","5,660","5,660","5,660","-0,07%"
"20.01.1994","5,664","5,664","5,664","5,664","-0,77%"
"19.01.1994","5,708","5,708","5,708","5,708","0,21%"
"18.01.1994","5,696","5,696","5,696","5,696","-0,82%"
"17.01.1994","5,743","5,743","5,743","5,743","0,42%"
"14.01.1994","5,719","5,719","5,719","5,719","0,86%"
"13.01.1994","5,670","5,670","5,670","5,670","1,94%"
"12.01.1994","5,562","5,562","5,562","5,562","-1,01%"
"11.01.1994","5,619","5,619","5,619","5,619","-0,34%"
"10.01.1994","5,638","5,638","5,638","5,638","-0,23%"
"07.01.1994","5,651","5,651","5,651","5,651","-2,59%"
"06.01.1994","5,801","5,801","5,801","5,801","-1,24%"
"05.01.1994","5,874","5,874","5,874","5,874","0,53%"
"04.01.1994","5,843","5,843","5,843","5,843","-0,97%"
"03.01.1994","5,900","5,900","5,900","5,900","1,95%"
"30.12.1993","5,787","5,787","5,787","5,787","1,63%"
"29.12.1993","5,694","5,694","5,694","5,694","0,00%"
"28.12.1993","5,694","5,694","5,694","5,694","0,16%"
"27.12.1993","5,685","5,685","5,685","5,685","-0,07%"
"23.12.1993","5,689","5,689","5,689","5,689","-0,30%"
"22.12.1993","5,706","5,706","5,706","5,706","-1,87%"
"21.12.1993","5,815","5,815","5,815","5,815","0,10%"
"20.12.1993","5,809","5,809","5,809","5,809","0,75%"
"17.12.1993","5,766","5,766","5,766","5,766","-0,77%"
"16.12.1993","5,811","5,811","5,811","5,811","0,19%"
"15.12.1993","5,800","5,800","5,800","5,800","-0,19%"
"14.12.1993","5,811","5,811","5,811","5,811","0,87%"
"13.12.1993","5,761","5,761","5,761","5,761","0,58%"
"10.12.1993","5,728","5,728","5,728","5,728","1,36%"
"09.12.1993","5,651","5,651","5,651","5,651","-0,53%"
"08.12.1993","5,681","5,681","5,681","5,681","-0,04%"
"07.12.1993","5,683","5,683","5,683","5,683","-0,04%"
"06.12.1993","5,685","5,685","5,685","5,685","-1,15%"
"03.12.1993","5,751","5,751","5,751","5,751","-0,69%"
"02.12.1993","5,791","5,791","5,791","5,791","0,29%"
"01.12.1993","5,774","5,774","5,774","5,774","-0,74%"
"30.11.1993","5,817","5,817","5,817","5,817","1,34%"
"29.11.1993","5,740","5,740","5,740","5,740","-0,07%"
"26.11.1993","5,744","5,744","5,744","5,744","-1,02%"
"24.11.1993","5,803","5,803","5,803","5,803","-1,04%"
"23.11.1993","5,864","5,864","5,864","5,864","-0,12%"
"22.11.1993","5,871","5,871","5,871","5,871","0,79%"
"19.11.1993","5,825","5,825","5,825","5,825","2,16%"
"18.11.1993","5,702","5,702","5,702","5,702","1,19%"
"17.11.1993","5,635","5,635","5,635","5,635","0,18%"
"16.11.1993","5,625","5,625","5,625","5,625","-0,39%"
"15.11.1993","5,647","5,647","5,647","5,647","0,02%"
"12.11.1993","5,646","5,646","5,646","5,646","-0,98%"
"11.11.1993","5,702","5,702","5,702","5,702","0,48%"
"10.11.1993","5,675","5,675","5,675","5,675","0,92%"
"09.11.1993","5,623","5,623","5,623","5,623","-0,44%"
"08.11.1993","5,648","5,648","5,648","5,648","-1,40%"
"05.11.1993","5,728","5,728","5,728","5,728","0,67%"
"04.11.1993","5,690","5,690","5,690","5,690","0,99%"
"03.11.1993","5,634","5,634","5,634","5,634","0,54%"
"02.11.1993","5,604","5,604","5,604","5,604","2,36%"
"01.11.1993","5,475","5,475","5,475","5,475","1,01%"
"29.10.1993","5,420","5,420","5,420","5,420","-0,77%"
"28.10.1993","5,462","5,462","5,462","5,462","1,20%"
"27.10.1993","5,397","5,397","5,397","5,397","0,09%"
"26.10.1993","5,392","5,392","5,392","5,392","-0,53%"
"25.10.1993","5,421","5,421","5,421","5,421","0,37%"
"22.10.1993","5,401","5,401","5,401","5,401","1,29%"
"21.10.1993","5,332","5,332","5,332","5,332","1,97%"
"20.10.1993","5,229","5,229","5,229","5,229","-0,19%"
"19.10.1993","5,239","5,239","5,239","5,239","-0,23%"
"18.10.1993","5,251","5,251","5,251","5,251","1,94%"
"15.10.1993","5,151","5,151","5,151","5,151","-1,17%"
"14.10.1993","5,212","5,212","5,212","5,212","-0,99%"
"13.10.1993","5,264","5,264","5,264","5,264","0,15%"
"12.10.1993","5,256","5,256","5,256","5,256","-0,83%"
"11.10.1993","5,300","5,300","5,300","5,300","0,99%"
"08.10.1993","5,248","5,248","5,248","5,248","-1,41%"
"07.10.1993","5,323","5,323","5,323","5,323","0,04%"
"06.10.1993","5,321","5,321","5,321","5,321","-0,23%"
"05.10.1993","5,333","5,333","5,333","5,333","0,23%"
"04.10.1993","5,321","5,321","5,321","5,321","-0,15%"
"01.10.1993","5,329","5,329","5,329","5,329","-0,84%"
"30.09.1993","5,374","5,374","5,374","5,374","0,52%"
"29.09.1993","5,346","5,346","5,346","5,346","1,29%"
"28.09.1993","5,278","5,278","5,278","5,278","-0,15%"
"27.09.1993","5,286","5,286","5,286","5,286","-1,87%"
"24.09.1993","5,387","5,387","5,387","5,387","-0,74%"
"23.09.1993","5,427","5,427","5,427","5,427","0,07%"
"22.09.1993","5,423","5,423","5,423","5,423","-0,17%"
"21.09.1993","5,432","5,432","5,432","5,432","0,18%"
"20.09.1993","5,422","5,422","5,422","5,422","0,80%"
"17.09.1993","5,379","5,379","5,379","5,379","0,37%"
"16.09.1993","5,359","5,359","5,359","5,359","-0,07%"
"15.09.1993","5,363","5,363","5,363","5,363","0,15%"
"14.09.1993","5,355","5,355","5,355","5,355","1,75%"
"13.09.1993","5,263","5,263","5,263","5,263","-0,27%"
"10.09.1993","5,277","5,277","5,277","5,277","-0,51%"
"09.09.1993","5,304","5,304","5,304","5,304","1,53%"
"08.09.1993","5,224","5,224","5,224","5,224","-0,04%"
"07.09.1993","5,226","5,226","5,226","5,226","-1,17%"
"03.09.1993","5,288","5,288","5,288","5,288","-2,16%"
"02.09.1993","5,405","5,405","5,405","5,405","-0,81%"
"01.09.1993","5,449","5,449","5,449","5,449","0,06%"
"31.08.1993","5,446","5,446","5,446","5,446","0,22%"
"30.08.1993","5,434","5,434","5,434","5,434","-0,80%"
"27.08.1993","5,478","5,478","5,478","5,478","1,14%"
"26.08.1993","5,416","5,416","5,416","5,416","-1,37%"
"25.08.1993","5,491","5,491","5,491","5,491","-1,06%"
"24.08.1993","5,550","5,550","5,550","5,550","-0,91%"
"23.08.1993","5,601","5,601","5,601","5,601","-0,11%"
"20.08.1993","5,607","5,607","5,607","5,607","-0,55%"
"19.08.1993","5,638","5,638","5,638","5,638","-0,62%"
"18.08.1993","5,673","5,673","5,673","5,673","-0,54%"
"17.08.1993","5,704","5,704","5,704","5,704","0,42%"
"16.08.1993","5,680","5,680","5,680","5,680","-0,58%"
"13.08.1993","5,713","5,713","5,713","5,713","-0,57%"
"12.08.1993","5,746","5,746","5,746","5,746","-0,47%"
"11.08.1993","5,773","5,773","5,773","5,773","-0,48%"
"10.08.1993","5,801","5,801","5,801","5,801","0,09%"
"09.08.1993","5,796","5,796","5,796","5,796","-0,67%"
"06.08.1993","5,835","5,835","5,835","5,835","-0,14%"
"05.08.1993","5,843","5,843","5,843","5,843","0,07%"
"04.08.1993","5,839","5,839","5,839","5,839","0,66%"
"03.08.1993","5,801","5,801","5,801","5,801","-0,55%"
"02.08.1993","5,833","5,833","5,833","5,833","0,41%"
"30.07.1993","5,809","5,809","5,809","5,809","0,38%"
"29.07.1993","5,787","5,787","5,787","5,787","-1,50%"
"28.07.1993","5,875","5,875","5,875","5,875","-0,31%"
"27.07.1993","5,893","5,893","5,893","5,893","-0,10%"
"26.07.1993","5,899","5,899","5,899","5,899","-0,57%"
"23.07.1993","5,933","5,933","5,933","5,933","1,37%"
"22.07.1993","5,853","5,853","5,853","5,853","0,74%"
"21.07.1993","5,810","5,810","5,810","5,810","1,47%"
"20.07.1993","5,726","5,726","5,726","5,726","0,69%"
"19.07.1993","5,687","5,687","5,687","5,687","-0,04%"
"16.07.1993","5,689","5,689","5,689","5,689","-0,14%"
"15.07.1993","5,697","5,697","5,697","5,697","0,00%"
"14.07.1993","5,697","5,697","5,697","5,697","-0,82%"
"13.07.1993","5,744","5,744","5,744","5,744","0,30%"
"12.07.1993","5,727","5,727","5,727","5,727","-0,14%"
"09.07.1993","5,735","5,735","5,735","5,735","-0,30%"
"08.07.1993","5,752","5,752","5,752","5,752","-0,48%"
"07.07.1993","5,780","5,780","5,780","5,780","-0,03%"
"06.07.1993","5,782","5,782","5,782","5,782","0,66%"
"02.07.1993","5,744","5,744","5,744","5,744","-0,62%"
"01.07.1993","5,780","5,780","5,780","5,780","0,03%"
"30.06.1993","5,778","5,778","5,778","5,778","0,21%"
"29.06.1993","5,766","5,766","5,766","5,766","-0,14%"
"28.06.1993","5,774","5,774","5,774","5,774","-0,69%"
"25.06.1993","5,814","5,814","5,814","5,814","-0,68%"
"24.06.1993","5,854","5,854","5,854","5,854","-0,48%"
"23.06.1993","5,882","5,882","5,882","5,882","0,48%"
"22.06.1993","5,854","5,854","5,854","5,854","-0,86%"
"21.06.1993","5,905","5,905","5,905","5,905","-0,57%"
"18.06.1993","5,939","5,939","5,939","5,939","0,49%"
"17.06.1993","5,910","5,910","5,910","5,910","-0,35%"
"16.06.1993","5,931","5,931","5,931","5,931","-0,13%"
"15.06.1993","5,939","5,939","5,939","5,939","-0,22%"
"14.06.1993","5,952","5,952","5,952","5,952","-0,07%"
"11.06.1993","5,956","5,956","5,956","5,956","-1,55%"
"10.06.1993","6,050","6,050","6,050","6,050","0,07%"
"09.06.1993","6,046","6,046","6,046","6,046","-0,62%"
"08.06.1993","6,084","6,084","6,084","6,084","0,41%"
"07.06.1993","6,059","6,059","6,059","6,059","-0,49%"
"04.06.1993","6,089","6,089","6,089","6,089","1,38%"
"03.06.1993","6,006","6,006","6,006","6,006","-0,38%"
"02.06.1993","6,029","6,029","6,029","6,029","-0,28%"
"01.06.1993","6,046","6,046","6,046","6,046","-1,05%"
"28.05.1993","6,110","6,110","6,110","6,110","0,34%"
"27.05.1993","6,089","6,089","6,089","6,089","0,18%"
"26.05.1993","6,078","6,078","6,078","6,078","-1,09%"
"25.05.1993","6,145","6,145","6,145","6,145","-0,07%"
"24.05.1993","6,149","6,149","6,149","6,149","0,62%"
"21.05.1993","6,111","6,111","6,111","6,111","0,71%"
"20.05.1993","6,068","6,068","6,068","6,068","-0,34%"
"19.05.1993","6,089","6,089","6,089","6,089","-0,52%"
"18.05.1993","6,121","6,121","6,121","6,121","1,16%"
"17.05.1993","6,051","6,051","6,051","6,051","0,70%"
"14.05.1993","6,009","6,009","6,009","6,009","0,22%"
"13.05.1993","5,996","5,996","5,996","5,996","1,28%"
"12.05.1993","5,920","5,920","5,920","5,920","0,78%"
"11.05.1993","5,874","5,874","5,874","5,874","0,03%"
"10.05.1993","5,872","5,872","5,872","5,872","-0,47%"
"07.05.1993","5,900","5,900","5,900","5,900","0,51%"
"06.05.1993","5,870","5,870","5,870","5,870","-0,25%"
"05.05.1993","5,885","5,885","5,885","5,885","-0,32%"
"04.05.1993","5,904","5,904","5,904","5,904","-0,64%"
"03.05.1993","5,942","5,942","5,942","5,942","-1,11%"
"30.04.1993","6,009","6,009","6,009","6,009","0,77%"
"29.04.1993","5,963","5,963","5,963","5,963","-0,98%"
"28.04.1993","6,022","6,022","6,022","6,022","0,13%"
"27.04.1993","6,014","6,014","6,014","6,014","1,35%"
"26.04.1993","5,934","5,934","5,934","5,934","0,92%"
"23.04.1993","5,880","5,880","5,880","5,880","0,63%"
"22.04.1993","5,843","5,843","5,843","5,843","-0,14%"
"21.04.1993","5,851","5,851","5,851","5,851","-0,10%"
"20.04.1993","5,857","5,857","5,857","5,857","-0,03%"
"19.04.1993","5,859","5,859","5,859","5,859","-0,44%"
"16.04.1993","5,885","5,885","5,885","5,885","0,29%"
"15.04.1993","5,868","5,868","5,868","5,868","-0,29%"
"14.04.1993","5,885","5,885","5,885","5,885","-0,46%"
"13.04.1993","5,912","5,912","5,912","5,912","-0,03%"
"12.04.1993","5,914","5,914","5,914","5,914","-0,81%"
"09.04.1993","5,962","5,962","5,962","5,962","-0,02%"
"08.04.1993","5,963","5,963","5,963","5,963","-1,62%"
"07.04.1993","6,061","6,061","6,061","6,061","-0,21%"
"06.04.1993","6,074","6,074","6,074","6,074","-0,69%"
"05.04.1993","6,116","6,116","6,116","6,116","-0,21%"
"02.04.1993","6,129","6,129","6,129","6,129","1,74%"
"01.04.1993","6,024","6,024","6,024","6,024","0,00%"
"31.03.1993","6,024","6,024","6,024","6,024","0,22%"
"30.03.1993","6,011","6,011","6,011","6,011","-0,43%"
"29.03.1993","6,037","6,037","6,037","6,037","-0,69%"
"26.03.1993","6,079","6,079","6,079","6,079","1,83%"
"25.03.1993","5,970","5,970","5,970","5,970","1,14%"
"24.03.1993","5,903","5,903","5,903","5,903","-0,02%"
"23.03.1993","5,904","5,904","5,904","5,904","-0,49%"
"22.03.1993","5,933","5,933","5,933","5,933","-0,30%"
